Strategy report
Symbol: /ES:XCME
Work Time: 10/17/24, 6:05 PM - 10/22/24, 8:50 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
20;_participation_(1,729,205,100,000|190|172.5|192.6667|352.8333|1,235.25|10.1449|-1.3841|-46.1502|-84.6185|1.9267|16.2378|0.0013|0|0.0013|0.0015|0.0003);Buy to Open;1;50.0;$5,892.75;10/17/24, 6:50 PM;;$787.50;0.0;
21;_participation_;Sell to Close;-1;-50.0;$5,893.75;10/17/24, 6:55 PM;$62.50;$875.00;-50.0;
22;_participation_(1,729,205,400,000|241|215.5|195.3333|337.3333|1,208.9167|11.8329|23.3788|-28.5573|-80.0648|-12.3512|-1.1063|-0.001|0|-0.0004|0.0014|0.0003);Buy to Open;1;50.0;$5,892.50;10/17/24, 6:55 PM;;$850.00;0.0;
23;_participation_;Sell to Close;-1;-50.0;$5,893.00;10/17/24, 7:00 PM;$75.00;$925.00;-50.0;
24;_participation_(1,729,205,700,000|421|331|284|337|372.3333|27.1903|48.2394|24.9258|13.0707|46.5676|56.0369|-0.0018|-0.0015|-0.0009|0.0005|0.001);Buy to Open;1;50.0;$5,891.50;10/17/24, 7:00 PM;;$925.00;0.0;
25;_participation_;Sell to Close;-1;-50.0;$5,892.25;10/17/24, 7:05 PM;$50.00;$1,012.50;-50.0;
26;_participation_(1,729,206,000,000|157|289|273|232.8333|305.25|-45.6747|-42.4908|-32.5698|-48.5667|-31.2862|-69.2365|-0.0032|-0.0022|-0.0018|-0.0005|0.0012);Buy to Open;1;50.0;$5,891.25;10/17/24, 7:05 PM;;$975.00;0.0;
27;_participation_;Sell to Close;-1;-50.0;$5,891.50;10/17/24, 7:10 PM;$62.50;$962.50;-50.0;
28;_participation_(1,729,206,300,000|228|192.5|268.6667|232|304.8333|18.4416|-15.1365|-1.7241|-25.205|-39.1579|18.9655|-0.0044|-0.0039|-0.0028|-0.0018|0.0007);Buy to Open;1;50.0;$5,890.25;10/17/24, 7:10 PM;;$1,037.50;0.0;
29;_participation_;Sell to Close;-1;-50.0;$5,892.00;10/17/24, 7:15 PM;$75.00;$1,050.00;-50.0;
30;_participation_(1,729,206,600,000|228|228|204.3333|244.1667|307.1667|0|11.5824|-6.6212|-25.7732|12.3144|-85.5202|0.0055|0.0005|-0.0004|-0.0007|0.0009);Buy to Open;1;50.0;$5,890.50;10/17/24, 7:15 PM;;$1,112.50;0.0;
31;_participation_;Sell to Close;-1;-50.0;$5,892.00;10/17/24, 7:20 PM;$25.00;$1,137.50;-50.0;
32;_participation_(1,729,206,900,000|140|184|198.6667|235.8333|294.3333|-23.913|-29.5302|-40.636|-52.4349|14.364|-8.2036|0|0.0034|0.0004|-0.0009|0.0006);Buy to Open;1;50.0;$5,891.50;10/17/24, 7:20 PM;;$1,137.50;0.0;
33;_participation_;Sell to Close;-1;-50.0;$5,892.00;10/17/24, 7:25 PM;$50.00;$1,162.50;-50.0;
34;_participation_(1,729,207,200,000|111|125.5|159.6667|214.1667|275.75|-11.5538|-30.4802|-48.1712|-59.7461|-0.4751|-6.7078|-0.0023|-0.001|0.0021|-0.001|0.0005);Buy to Open;1;50.0;$5,891.00;10/17/24, 7:25 PM;;$1,187.50;0.0;
35;_participation_;Sell to Close;-1;-50.0;$5,892.00;10/17/24, 7:30 PM;$62.50;$1,200.00;-50.0;
36;_participation_(1,729,207,500,000|180|145.5|143.6667|174|255.5|23.7113|25.29|3.4483|-29.5499|31.1794|-1.765|0|-0.0009|-0.0006|-0.0005|0.0002);Buy to Open;1;50.0;$5,890.75;10/17/24, 7:30 PM;;$1,250.00;0.0;
37;_participation_;Sell to Close;-1;-50.0;$5,892.00;10/17/24, 7:35 PM;$25.00;$1,237.50;-50.0;
38;_participation_(1,729,207,800,000|179|179.5|156.6667|177.6667|205.25|-0.2786|14.2553|0.7505|-12.7893|-31.4944|34.7819|0.0014|0.0007|0|0.0002|-0.0002);Buy to Open;1;50.0;$5,891.50;10/17/24, 7:35 PM;;$1,275.00;0.0;
39;_participation_;Sell to Close;-1;-50.0;$5,892.50;10/17/24, 7:40 PM;$62.50;$1,325.00;-50.0;
40;_participation_(1,729,208,100,000|337|258|232|195.8333|213.9167|30.6202|45.2586|72.0851|57.538|5.1866|83.7602|0.0015|0.0015|0.0011|0.0015|-0.0003);Buy to Open;1;50.0;$5,891.25;10/17/24, 7:40 PM;;$1,337.50;0.0;
41;_participation_;Sell to Close;-1;-50.0;$5,892.50;10/17/24, 7:45 PM;$75.00;$1,387.50;-50.0;
42;_participation_(1,729,208,400,000|192|264.5|236|189.8333|217|-27.4102|-18.6441|1.1414|-11.5207|-19.675|22.194|-0.0039|-0.0005|0|-0.0002|-0.0005);Buy to Open;1;50.0;$5,891.00;10/17/24, 7:45 PM;;$1,412.50;0.0;
43;_participation_;Sell to Close;-1;-50.0;$5,891.75;10/17/24, 7:50 PM;$37.50;$1,412.50;-50.0;
44;_participation_(1,729,208,700,000|136|164|221.6667|189.1667|212.5|-17.0732|-38.6466|-28.1057|-36|-43.1543|32.1884|0|-0.0023|-0.0004|-0.0002|-0.0006);Buy to Open;1;50.0;$5,891.00;10/17/24, 7:50 PM;;$1,450.00;0.0;
45;_participation_;Sell to Close;-1;-50.0;$5,892.00;10/17/24, 7:55 PM;$25.00;$1,462.50;-50.0;
46;_participation_(1,729,209,000,000|74|105|134|183|198.5833|-29.5238|-44.7761|-59.5628|-62.736|-13.8451|1.7275|0.0034|0.0012|-0.0012|0.0002|-0.0004);Buy to Open;1;50.0;$5,891.50;10/17/24, 7:55 PM;;$1,475.00;0.0;
47;_participation_;Sell to Close;-1;-50.0;$5,892.25;10/17/24, 8:00 PM;$37.50;$1,550.00;-50.0;
48;_participation_(1,729,209,300,000|136|105|115.3333|175.6667|174.8333|29.5238|17.9191|-22.5806|-22.2116|-6.0105|-0.5806|0|0.0012|0.0007|0.0002|-0.0001);Buy to Open;1;50.0;$5,891.50;10/17/24, 8:00 PM;;$1,512.50;0.0;
49;_participation_;Sell to Close;-1;-50.0;$5,891.75;10/17/24, 8:05 PM;$87.50;$1,637.50;-50.0;
50;_participation_(1,729,209,600,000|692|414|300.6667|261.1667|219.4167|67.1498|130.1552|164.9649|215.3817|50.8365|-16.9143|-0.0014|-0.0012|-0.0008|-0.0006|-0.0003);Buy to Open;1;50.0;$5,890.00;10/17/24, 8:05 PM;;$1,600.00;0.0;
51;_participation_;Sell to Close;-1;-50.0;$5,891.00;10/17/24, 8:10 PM;$112.50;$1,612.50;-50.0;
52;_participation_(1,729,209,900,000|458|575|428.6667|281.3333|238.5833|-20.3478|6.8429|62.7962|91.9665|8.1674|-23.4107|-0.0033|-0.0022|-0.0019|-0.0018|-0.0004);Buy to Open;1;50.0;$5,888.75;10/17/24, 8:10 PM;;$1,712.50;0.0;
53;_participation_;Sell to Close;-1;-50.0;$5,891.00;10/17/24, 8:15 PM;$100.00;$1,937.50;-50.0;
54;_participation_(1,729,210,200,000|279|368.5|476.3333|295.8333|242.8333|-24.2877|-41.4276|-5.6901|14.8936|-7.979|-79.8837|0.0054|0|-0.0007|-0.0004|-0.0003);Buy to Open;1;50.0;$5,889.00;10/17/24, 8:15 PM;;$1,812.50;0.0;
55;_participation_;Sell to Close;-1;-50.0;$5,890.75;10/17/24, 8:20 PM;$225.00;$2,062.50;-50.0;
56;_participation_(1,729,210,500,000|1,110|694.5|615.6667|458.1667|323.6667|59.8272|80.2924|142.2699|242.9454|-53.6167|25.092|-0.0038|-0.002|-0.0023|-0.0018|-0.0014);Buy to Open;1;50.0;$5,886.25;10/17/24, 8:20 PM;;$2,037.50;0.0;
57;_participation_;Sell to Close;-1;-50.0;$5,887.25;10/17/24, 8:25 PM;$125.00;$2,425.00;-50.0;
58;_participation_(1,729,210,800,000|1,042|1,076|810.3333|619.5|401.25|-3.1599|28.5891|68.2002|159.6885|20.8242|-9.6759|-0.0007|-0.0023|-0.0014|-0.0016|-0.0012);Buy to Open;1;50.0;$5,884.75;10/17/24, 8:25 PM;;$2,162.50;0.0;
59;_participation_;Sell to Close;-1;-50.0;$5,885.50;10/17/24, 8:30 PM;$412.50;$2,337.50;-50.0;
60;_participation_(1,729,211,100,000|2,709|1,875.5|1,620.3333|1,048.3333|612|44.4415|67.1878|158.4102|342.6471|28.2033|27.3177|-0.0023|-0.0019|-0.0023|-0.0019|-0.0016);Buy to Open;1;50.0;$5,877.25;10/17/24, 8:30 PM;;$2,575.00;0.0;
61;_participation_;Sell to Close;-1;-50.0;$5,882.75;10/17/24, 8:35 PM;$325.00;$2,612.50;-50.0;
62;_participation_(1,729,211,400,000|2,354|2,531.5|2,035|1,325.3333|793.25|-7.0117|15.6757|77.6157|196.7539|26.1154|26.3962|0.0011|-0.0007|-0.0007|-0.0011|-0.001);Buy to Open;1;50.0;$5,876.25;10/17/24, 8:35 PM;;$2,900.00;0.0;
63;_participation_;Sell to Close;-1;-50.0;$5,882.75;10/17/24, 8:40 PM;$75.00;$2,875.00;-50.0;
64;_participation_(1,729,211,700,000|548|1,451|1,870.3333|1,340.3333|810.8333|-62.2329|-70.7004|-59.1146|-32.4152|-9.656|9.863|0|0.0009|-0.0007|-0.0009|-0.0011);Buy to Open;1;50.0;$5,881.25;10/17/24, 8:40 PM;;$2,975.00;0.0;
65;_participation_;Sell to Close;-1;-50.0;$5,883.75;10/17/24, 8:45 PM;$100.00;$2,962.50;-50.0;
66;_participation_(1,729,212,000,000|392|470|1,098|1,359.1667|827.5|-16.5957|-64.2987|-71.1588|-52.6284|-4.1008|-2.8896|0.0032|0.0013|0.0011|-0.0009|-0.0008);Buy to Open;1;50.0;$5,881.75;10/17/24, 8:45 PM;;$3,075.00;0.0;
67;_participation_;Sell to Close;-1;-50.0;$5,884.25;10/17/24, 8:50 PM;$100.00;$3,050.00;-50.0;
68;_participation_(1,729,212,300,000|419|405.5|453|1,244|851.0833|3.3292|-7.5055|-66.3183|-50.7686|7.1808|-9.9547|0.0018|0.0025|0.0015|-0.0003|-0.0007);Buy to Open;1;50.0;$5,882.25;10/17/24, 8:50 PM;;$3,175.00;0.0;
69;_participation_;Sell to Close;-1;-50.0;$5,885.50;10/17/24, 8:55 PM;$62.50;$3,237.50;-50.0;
70;_participation_(1,729,212,600,000|521|470|444|1,157.1667|888.3333|10.8511|17.3423|-54.9762|-41.3508|-15.6138|-12.1597|0.0014|0.0016|0.0021|-0.0001|-0.0007);Buy to Open;1;50.0;$5,884.25;10/17/24, 8:55 PM;;$3,237.50;0.0;
71;_participation_;Sell to Close;-1;-50.0;$5,885.50;10/17/24, 9:00 PM;$62.50;$3,312.50;-50.0;
72;_participation_(1,729,212,900,000|327|424|422.3333|760.1667|904.25|-22.8774|-22.573|-56.9831|-63.8374|-7.648|-31.8297|-0.0015|0.0003|0.0008|0.001|-0.0007);Buy to Open;1;50.0;$5,884.25;10/17/24, 9:00 PM;;$3,300.00;0.0;
73;_participation_;Sell to Close;-1;-50.0;$5,885.00;10/17/24, 9:05 PM;$87.50;$3,312.50;-50.0;
74;_participation_(1,729,213,200,000|426|376.5|424.6667|438.8333|882.0833|13.1474|0.314|-2.9244|-51.7052|-9.0851|69.7072|-0.0006|-0.001|0|0.0008|-0.0006);Buy to Open;1;50.0;$5,883.25;10/17/24, 9:05 PM;;$3,387.50;0.0;
75;_participation_;Sell to Close;-1;-50.0;$5,885.00;10/17/24, 9:10 PM;$75.00;$3,425.00;-50.0;
76;_participation_(1,729,213,500,000|518|472|423.6667|433.8333|887.0833|9.7458|22.2659|19.4007|-41.6064|37.8377|56.9472|0.0014|0.0005|0|0.0011|-0.0004);Buy to Open;1;50.0;$5,883.50;10/17/24, 9:10 PM;;$3,462.50;0.0;
77;_participation_;Sell to Close;-1;-50.0;$5,884.50;10/17/24, 9:15 PM;$62.50;$3,500.00;-50.0;
78;_participation_(1,729,213,800,000|245|381.5|396.3333|409.3333|884.25|-35.7798|-38.1833|-40.1466|-72.2929|-0.7526|4.2083|-0.002|0.0003|0|0.0004|-0.0006);Buy to Open;1;50.0;$5,883.25;10/17/24, 9:15 PM;;$3,525.00;0.0;
79;_participation_;Sell to Close;-1;-50.0;$5,885.00;10/17/24, 9:20 PM;$62.50;$3,587.50;-50.0;
80;_participation_(1,729,214,100,000|382|313.5|381.6667|403.1667|823.5833|21.8501|0.0873|-5.2501|-53.6173|29.2493|6.7499|-0.0013|-0.0016|-0.0002|-0.0001|-0.0003);Buy to Open;1;50.0;$5,883.75;10/17/24, 9:20 PM;;$3,587.50;0.0;
81;_participation_;Sell to Close;-1;-50.0;$5,884.75;10/17/24, 9:25 PM;$62.50;$3,587.50;-50.0;
82;_participation_(1,729,214,400,000|322|352|316.3333|370|763.5833|-8.5227|1.7914|-12.973|-57.8304|-27.2778|-45.9779|0|-0.0007|-0.0011|-0.0005|-0.0002);Buy to Open;1;50.0;$5,883.50;10/17/24, 9:25 PM;;$3,650.00;0.0;
83;_participation_;Sell to Close;-1;-50.0;$5,885.00;10/17/24, 9:30 PM;$75.00;$3,725.00;-50.0;
84;_participation_(1,729,214,700,000|209|265.5|304.3333|350.3333|555.25|-21.2806|-31.3253|-40.3425|-62.3593|-13.327|-20.8303|0.0048|0.0019|0.0005|0.0002|0.0008);Buy to Open;1;50.0;$5,883.50;10/17/24, 9:30 PM;;$3,725.00;0.0;
85;_participation_;Sell to Close;-1;-50.0;$5,885.50;10/17/24, 9:35 PM;$125.00;$3,762.50;-50.0;
86;_participation_(1,729,215,000,000|1,202|705.5|577.6667|479.6667|459.25|70.3756|108.0785|150.5907|161.7311|97.6246|84.0835|-0.001|-0.0002|-0.0001|-0.0002|0.0003);Buy to Open;1;50.0;$5,883.00;10/17/24, 9:35 PM;;$3,850.00;0.0;
87;_participation_;Sell to Close;-1;-50.0;$5,884.75;10/17/24, 9:40 PM;$100.00;$3,700.00;-50.0;
88;_participation_(1,729,215,300,000|356|779|589|452.6667|443.25|-54.3004|-39.5586|-21.3549|-19.6842|-24.6127|-1.7377|0.0035|0|0.0006|0|0.0005);Buy to Open;1;50.0;$5,882.75;10/17/24, 9:40 PM;;$3,950.00;0.0;
89;_participation_;Sell to Close;-1;-50.0;$5,888.25;10/17/24, 9:45 PM;$175.00;$3,950.00;-50.0;
90;_participation_(1,729,215,600,000|888|622|815.3333|559.8333|484.5833|42.7653|8.9125|58.6186|83.2502|-40.5207|-10.4933|0.0034|0.0034|0.0012|0.001|0.0008);Buy to Open;1;50.0;$5,884.75;10/17/24, 9:45 PM;;$4,125.00;0.0;
91;_participation_;Sell to Close;-1;-50.0;$5,888.25;10/17/24, 9:50 PM;$75.00;$4,162.50;-50.0;
92;_participation_(1,729,215,900,000|277|582.5|507|542.3333|472.75|-52.4464|-45.3649|-48.9244|-41.4067|-37.8584|-35.288|0.0018|0.003|0.0031|0.0014|0.0007);Buy to Open;1;50.0;$5,886.75;10/17/24, 9:50 PM;;$4,200.00;0.0;
93;_participation_;Sell to Close;-1;-50.0;$5,888.25;10/17/24, 9:55 PM;$50.00;$4,250.00;-50.0;
94;_participation_(1,729,216,200,000|432|354.5|532.3333|560.6667|465.3333|21.8618|-18.8478|-22.9489|-7.1633|-26.387|15.5757|-0.0017|-0.0004|0.0017|0.0011|0.0005);Buy to Open;1;50.0;$5,887.25;10/17/24, 9:55 PM;;$4,250.00;0.0;
95;_participation_;Sell to Close;-1;-50.0;$5,887.75;10/17/24, 10:00 PM;$37.50;$4,325.00;-50.0;
96;_participation_(1,729,216,500,000|210|321|306.3333|560.8333|455.5833|-34.5794|-31.4472|-62.5557|-53.9052|0.0197|-23.2845|-0.0012|-0.0016|-0.0005|0.0007|0.0005);Buy to Open;1;50.0;$5,887.00;10/17/24, 10:00 PM;;$4,287.50;0.0;
97;_participation_;Sell to Close;-1;-50.0;$5,888.50;10/17/24, 10:05 PM;$125.00;$4,362.50;-50.0;
98;_participation_(1,729,216,800,000|1,083|646.5|575|541|510.3333|67.5174|88.3478|100.1848|112.2142|52.7579|15.5695|-0.0009|-0.001|-0.0012|0.0008|0.0004);Buy to Open;1;50.0;$5,886.00;10/17/24, 10:05 PM;;$4,412.50;0.0;
99;_participation_;Sell to Close;-1;-50.0;$5,887.00;10/17/24, 10:10 PM;$100.00;$4,500.00;-50.0;
100;_participation_(1,729,217,100,000|781|932|691.3333|611.8333|532.25|-16.2017|12.9701|27.6491|46.7356|-26.7164|-5.6842|0.001|-0.0001|-0.0002|0.0006|0.0004);Buy to Open;1;50.0;$5,885.00;10/17/24, 10:10 PM;;$4,512.50;0.0;
101;_participation_;Sell to Close;-1;-50.0;$5,887.25;10/17/24, 10:15 PM;$112.50;$4,625.00;-50.0;
102;_participation_(1,729,217,400,000|452|616.5|772|539.1667|549.5|-26.6829|-41.4508|-16.1669|-17.7434|4.8787|35.9243|-0.0039|-0.0008|-0.0009|-0.0008|0.0002);Buy to Open;1;50.0;$5,885.00;10/17/24, 10:15 PM;;$4,625.00;0.0;
103;_participation_;Sell to Close;-1;-50.0;$5,886.25;10/17/24, 10:20 PM;$87.50;$4,637.50;-50.0;
104;_participation_(1,729,217,700,000|363|407.5|532|553.5|547.9167|-10.9202|-31.7669|-34.4173|-33.749|3.2024|18.8613|-0.0007|-0.0025|-0.0008|-0.001|0.0002);Buy to Open;1;50.0;$5,884.50;10/17/24, 10:20 PM;;$4,712.50;0.0;
105;_participation_;Sell to Close;-1;-50.0;$5,886.25;10/17/24, 10:25 PM;$75.00;$4,700.00;-50.0;
106;_participation_(1,729,218,000,000|362|362.5|392.3333|541.8333|551.25|-0.1379|-7.7315|-33.1898|-34.3311|5.6693|-1.206|0.0028|0.001|-0.0008|-0.0005|0.0003);Buy to Open;1;50.0;$5,884.75;10/17/24, 10:25 PM;;$4,787.50;0.0;
107;_participation_;Sell to Close;-1;-50.0;$5,886.75;10/17/24, 10:30 PM;$87.50;$4,712.50;-50.0;
108;_participation_(1,729,218,300,000|223|292.5|316|544|552.4167|-23.7607|-29.4304|-59.0074|-59.6319|-24.719|10.2234|0.0022|0.0026|0.0013|-0.0002|0.0003);Buy to Open;1;50.0;$5,885.00;10/17/24, 10:30 PM;;$4,875.00;0.0;
109;_participation_;Sell to Close;-1;-50.0;$5,888.50;10/17/24, 10:35 PM;$100.00;$4,875.00;-50.0;
110;_participation_(1,729,218,600,000|408|315.5|331|431.5|486.25|29.3185|23.2628|-5.4461|-16.0925|-18.8952|-34.2419|0.0043|0.0036|0.0033|0.0008|0.0008);Buy to Open;1;50.0;$5,886.50;10/17/24, 10:35 PM;;$4,975.00;0.0;
111;_participation_;Sell to Close;-1;-50.0;$5,888.75;10/17/24, 10:40 PM;$50.00;$5,050.00;-50.0;
112;_participation_(1,729,218,900,000|531|469.5|387.3333|389.8333|500.8333|13.099|37.0912|36.2121|6.0233|44.1645|-39.2265|0.0005|0.0021|0.0022|0.0006|0.0006);Buy to Open;1;50.0;$5,887.75;10/17/24, 10:40 PM;;$5,025.00;0.0;
113;_participation_;Sell to Close;-1;-50.0;$5,888.50;10/17/24, 10:45 PM;$62.50;$5,137.50;-50.0;
114;_participation_(1,729,219,200,000|233|382|390.6667|353.3333|446.25|-39.0052|-40.3584|-34.0566|-47.7871|-16.1283|-55.3332|-0.0054|-0.0013|0.0006|0.0009|-0.0001);Buy to Open;1;50.0;$5,887.25;10/17/24, 10:45 PM;;$5,087.50;0.0;
115;_participation_;Sell to Close;-1;-50.0;$5,888.00;10/17/24, 10:50 PM;$100.00;$5,175.00;-50.0;
116;_participation_(1,729,219,500,000|269|251|344.3333|337.6667|445.5833|7.1713|-21.878|-20.3356|-39.6297|-16.5249|7.7894|-0.0037|-0.0045|-0.0019|0.0006|-0.0004);Buy to Open;1;50.0;$5,886.00;10/17/24, 10:50 PM;;$5,187.50;0.0;
117;_participation_;Sell to Close;-1;-50.0;$5,886.50;10/17/24, 10:55 PM;$50.00;$5,187.50;-50.0;
118;_participation_(1,729,219,800,000|195|232|232.3333|309.8333|425.8333|-15.9483|-16.0689|-37.0629|-54.2074|-18.0906|-10.8597|0|-0.0022|-0.0032|0.0001|-0.0002);Buy to Open;1;50.0;$5,885.50;10/17/24, 10:55 PM;;$5,237.50;0.0;
119;_participation_;Sell to Close;-1;-50.0;$5,886.75;10/17/24, 11:00 PM;$50.00;$5,187.50;-50.0;
120;_participation_(1,729,220,100,000|157|176|207|298.8333|421.4167|-10.7955|-24.1546|-47.4624|-62.7447|14.3798|-35.2672|0.0016|0.0007|-0.0012|0|-0.0001);Buy to Open;1;50.0;$5,885.75;10/17/24, 11:00 PM;;$5,287.50;0.0;
121;_participation_;Sell to Close;-1;-50.0;$5,887.75;10/17/24, 11:05 PM;$75.00;$5,325.00;-50.0;
122;_participation_(1,729,220,400,000|328|242.5|226.6667|285.5|358.5|35.2577|44.7059|14.8862|-8.5077|17.6026|35.5211|0.0038|0.0031|0.0022|-0.0003|0.0003);Buy to Open;1;50.0;$5,886.25;10/17/24, 11:05 PM;;$5,362.50;0.0;
123;_participation_;Sell to Close;-1;-50.0;$5,887.75;10/17/24, 11:10 PM;$37.50;$5,437.50;-50.0;
124;_participation_(1,729,220,700,000|214|271|233|232.6667|311.25|-21.0332|-8.1545|-8.0229|-31.245|47.8857|33.5355|-0.0035|0.0009|0.0011|-0.0011|0);Buy to Open;1;50.0;$5,887.00;10/17/24, 11:10 PM;;$5,400.00;0.0;
125;_participation_;Sell to Close;-1;-50.0;$5,887.25;10/17/24, 11:15 PM;$50.00;$5,437.50;-50.0;
126;_participation_(1,729,221,000,000|256|235|266|236.5|294.9167|8.9362|-3.7594|8.2452|-13.1958|-1.3466|16.2744|-0.0029|-0.0032|-0.0003|-0.0007|0.0003);Buy to Open;1;50.0;$5,886.25;10/17/24, 11:15 PM;;$5,450.00;0.0;
127;_participation_;Sell to Close;-1;-50.0;$5,886.75;10/17/24, 11:20 PM;$62.50;$5,437.50;-50.0;
128;_participation_(1,729,221,300,000|324|290|264.6667|245.6667|291.6667|11.7241|22.4181|31.886|11.0857|-45.5302|27.5382|0.0008|-0.0009|-0.0016|0.0002|0.0004);Buy to Open;1;50.0;$5,885.50;10/17/24, 11:20 PM;;$5,512.50;0.0;
129;_participation_;Sell to Close;-1;-50.0;$5,887.00;10/17/24, 11:25 PM;$62.50;$5,512.50;-50.0;
130;_participation_(1,729,221,600,000|194|259|258|245.5|277.6667|-25.0965|-24.8062|-20.9776|-30.1321|-2.4591|-17.328|0.0026|0.0014|0|0.0005|0.0003);Buy to Open;1;50.0;$5,885.75;10/17/24, 11:25 PM;;$5,575.00;0.0;
131;_participation_;Sell to Close;-1;-50.0;$5,887.50;10/17/24, 11:30 PM;$37.50;$5,625.00;-50.0;
132;_participation_(1,729,221,900,000|337|265.5|285|275.5|287.1667|26.9303|18.2456|22.323|17.3535|43.9341|40.065|0|0.0009|0.0009|0.0003|0.0001);Buy to Open;1;50.0;$5,886.75;10/17/24, 11:30 PM;;$5,612.50;0.0;
133;_participation_;Sell to Close;-1;-50.0;$5,887.00;10/17/24, 11:35 PM;$50.00;$5,725.00;-50.0;
134;_participation_(1,729,222,200,000|113|225|214.6667|239.6667|262.5833|-49.7778|-47.3602|-52.8512|-56.966|-3.9574|-45.1589|-0.0044|-0.0011|0|-0.0009|-0.0006);Buy to Open;1;50.0;$5,886.00;10/17/24, 11:35 PM;;$5,662.50;0.0;
135;_participation_;Sell to Close;-1;-50.0;$5,886.50;10/17/24, 11:40 PM;$87.50;$5,725.00;-50.0;
136;_participation_(1,729,222,500,000|332|222.5|260.6667|259.3333|246|49.2135|27.3657|28.0206|34.9593|-5.6873|29.6599|-0.0053|-0.0051|-0.0029|-0.0014|-0.0013);Buy to Open;1;50.0;$5,884.75;10/17/24, 11:40 PM;;$5,750.00;0.0;
137;_participation_;Sell to Close;-1;-50.0;$5,885.25;10/17/24, 11:45 PM;$37.50;$5,737.50;-50.0;
