Strategy report
Symbol: /ES:XCME
Work Time: 10/6/24, 6:05 PM - 10/20/24, 10:00 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
38;_trend_(1,728,257,400,000|0.0043|0.0065|-0.01|-0.0086|0.0018|-0.0043|0.0344|-0.0029|-0.0208|-0.0061|38.0952|-1.5779|2.9079|-1.0842|0.0121|-0.0179);Buy to Open;1;50.0;$5,803.25;10/6/24, 7:35 PM;;$2,275.00;0.0;
39;_trend_(SellClose);Sell to Close;-1;-50.0;$5,804.50;10/6/24, 7:40 PM;$75.00;$2,325.00;-50.0;
40;_trend_(1,728,257,700,000|-0.0043|0|0.0029|-0.0065|-0.0007|-0.0086|0.0172|0.0187|-0.0115|-0.0108|30|-2.3191|2.8977|-0.0102|-0.0051|0.0092);Buy to Open;1;50.0;$5,803.00;10/6/24, 7:40 PM;;$2,350.00;0.0;
41;_trend_(SellClose);Sell to Close;-1;-50.0;$5,804.50;10/6/24, 7:45 PM;$75.00;$2,462.50;-50.0;
42;_trend_(1,728,258,000,000|-0.0129|-0.0086|-0.0043|-0.01|-0.0022|-0.0086|-0.0151|0.0115|-0.0158|-0.0147|15|-3.8254|2.8977|0|0.0036|-0.0031);Buy to Open;1;50.0;$5,803.00;10/6/24, 7:45 PM;;$2,425.00;0.0;
43;_trend_(SellClose);Sell to Close;-1;-50.0;$5,804.00;10/6/24, 7:50 PM;$125.00;$2,487.50;-50.0;
44;_trend_(1,728,258,300,000|-0.0215|-0.0172|-0.0129|-0.0115|-0.0029|-0.0086|-0.0172|-0.0029|-0.0172|-0.0162|12|-6.4451|-1.4299|-4.3277|0.0098|-0.0229);Buy to Open;1;50.0;$5,801.50;10/6/24, 7:50 PM;;$2,550.00;0.0;
45;_trend_(SellClose);Sell to Close;-1;-50.0;$5,803.00;10/6/24, 7:55 PM;$75.00;$2,600.00;-50.0;
46;_trend_(1,728,258,600,000|0.0086|-0.0065|-0.0086|-0.0029|-0.0011|0.0302|0.0022|-0.0115|-0.0036|-0.0122|20|-5.0461|3.1391|4.569|-0.0086|0.0062);Buy to Open;1;50.0;$5,801.50;10/6/24, 7:55 PM;;$2,625.00;0.0;
47;_trend_(SellClose);Sell to Close;-1;-50.0;$5,804.00;10/6/24, 8:00 PM;$100.00;$2,812.50;-50.0;
48;_trend_(1,728,258,900,000|-0.0129|-0.0022|-0.0086|-0.0065|-0.0039|-0.0215|0.0151|-0.0043|-0.005|-0.0172|8|-6.2969|0.4602|-2.6788|0.0059|-0.0081);Buy to Open;1;50.0;$5,802.00;10/6/24, 8:00 PM;;$2,725.00;0.0;
49;_trend_(SellClose);Sell to Close;-1;-50.0;$5,803.00;10/6/24, 8:05 PM;$200.00;$2,987.50;-50.0;
50;_trend_(1,728,259,200,000|-0.0302|-0.0215|-0.0115|-0.0122|-0.0104|-0.0172|-0.0151|0.0014|-0.0036|-0.0144|14.2857|-9.0886|-6.767|-7.2272|0.002|0.0005);Buy to Open;1;50.0;$5,799.00;10/6/24, 8:05 PM;;$2,925.00;0.0;
51;_trend_(SellClose);Sell to Close;-1;-50.0;$5,800.25;10/6/24, 8:10 PM;$150.00;$3,112.50;-50.0;
52;_trend_(1,728,259,500,000|-0.0431|-0.0366|-0.0287|-0.0187|-0.0126|-0.0129|-0.0345|-0.0201|-0.0122|-0.0126|4.878|-13.3987|-2.0501|4.7169|0.022|-0.0286);Buy to Open;1;50.0;$5,797.25;10/6/24, 8:10 PM;;$3,075.00;0.0;
53;_trend_(SellClose);Sell to Close;-1;-50.0;$5,798.25;10/6/24, 8:15 PM;$100.00;$3,150.00;-50.0;
54;_trend_(1,728,259,800,000|-0.0216|-0.0323|-0.0316|-0.0201|-0.0151|0.0215|-0.0108|-0.023|-0.0101|-0.0144|2.3256|-14.3073|0.6048|2.655|0.0145|0.0092);Buy to Open;1;50.0;$5,796.25;10/6/24, 8:15 PM;;$3,175.00;0.0;
55;_trend_(SellClose);Sell to Close;-1;-50.0;$5,798.00;10/6/24, 8:20 PM;$112.50;$3,275.00;-50.0;
56;_trend_(1,728,260,100,000|0.0043|-0.0086|-0.0201|-0.0158|-0.0136|0.0259|0.028|-0.0086|-0.0043|-0.0122|9.5238|-16.28|-0.0161|-0.6209|-0.016|0.0031);Buy to Open;1;50.0;$5,795.75;10/6/24, 8:20 PM;;$3,287.50;0.0;
57;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.75;10/6/24, 8:25 PM;$100.00;$3,375.00;-50.0;
58;_trend_(1,728,260,400,000|-0.0129|-0.0043|-0.0101|-0.0194|-0.0111|-0.0173|0.028|0.0187|-0.0165|-0.009|2.7778|-18.0775|0.5996|0.6156|0.0082|-0.0056);Buy to Open;1;50.0;$5,795.75;10/6/24, 8:25 PM;;$3,387.50;0.0;
59;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.25;10/6/24, 8:30 PM;$75.00;$3,450.00;-50.0;
60;_trend_(1,728,260,700,000|0|-0.0065|-0.0029|-0.0172|-0.0118|0.0129|0.0022|0.0287|-0.0108|-0.0072|2.7778|-16.562|1.8575|1.2579|0.0094|0.0049);Buy to Open;1;50.0;$5,795.75;10/6/24, 8:30 PM;;$3,462.50;0.0;
61;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.75;10/6/24, 8:35 PM;$112.50;$3,512.50;-50.0;
62;_trend_(1,728,261,000,000|0|0|-0.0043|-0.0122|-0.0122|0|0.0043|0.0158|-0|-0.014|5.5556|-15.5269|-2.1605|-4.0179|-0.0047|0.0012);Buy to Open;1;50.0;$5,795.50;10/6/24, 8:35 PM;;$3,575.00;0.0;
63;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.50;10/6/24, 8:40 PM;$100.00;$3,562.50;-50.0;
64;_trend_(1,728,261,300,000|0.0129|0.0065|0.0043|-0.0029|-0.0108|0.0129|0.0129|0.0144|0.0158|-0.0101|13.8889|-11.116|-1.4143|0.7462|-0.0036|0.0093);Buy to Open;1;50.0;$5,795.50;10/6/24, 8:40 PM;;$3,675.00;0.0;
65;_trend_(SellClose);Sell to Close;-1;-50.0;$5,798.00;10/6/24, 8:45 PM;$62.50;$3,787.50;-50.0;
66;_trend_(1,728,261,600,000|0.0173|0.0151|0.0101|0.0036|-0.0083|0.0043|0.0151|0.0129|0.0237|-0.0061|26.4706|-6.7647|4.2957|5.71|-0.0008|0.0025);Buy to Open;1;50.0;$5,796.75;10/6/24, 8:45 PM;;$3,737.50;0.0;
67;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.50;10/6/24, 8:50 PM;$112.50;$3,775.00;-50.0;
68;_trend_(1,728,261,900,000|-0.0345|-0.0086|-0.0014|-0.0029|-0.0093|-0.0517|-0.0151|0.0029|0.0129|-0.0065|5.7143|-14.9747|0.5483|-3.7474|0.004|-0.0051);Buy to Open;1;50.0;$5,795.25;10/6/24, 8:50 PM;;$3,850.00;0.0;
69;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.00;10/6/24, 8:55 PM;$62.50;$3,825.00;-50.0;
70;_trend_(1,728,262,200,000|0.0173|-0.0086|0|0.0022|-0.0086|0.0518|-0.0237|-0.0043|0.0215|-0.0075|17.1429|-10.3734|5.6291|5.0808|-0.0032|0.0087);Buy to Open;1;50.0;$5,795.75;10/6/24, 8:55 PM;;$3,912.50;0.0;
71;_trend_(SellClose);Sell to Close;-1;-50.0;$5,798.50;10/6/24, 9:00 PM;$87.50;$3,862.50;-50.0;
72;_trend_(1,728,262,500,000|0.0129|0.0151|-0.0014|0.0043|-0.0065|-0.0043|0.0237|-0.0115|0.0215|-0.0025|29.0323|-5.4024|1.5457|-4.0834|-0.0082|0.013);Buy to Open;1;50.0;$5,796.75;10/6/24, 9:00 PM;;$4,000.00;0.0;
73;_trend_(SellClose);Sell to Close;-1;-50.0;$5,799.75;10/6/24, 9:05 PM;$150.00;$4,050.00;-50.0;
74;_trend_(1,728,262,800,000|0.0345|0.0237|0.0216|0.0101|-0.0011|0.0216|0.0323|0.023|0.0223|0.0093|85|2.1643|-5.536|-7.0817|-0.0228|0.0298);Buy to Open;1;50.0;$5,796.75;10/6/24, 9:05 PM;;$4,150.00;0.0;
75;_trend_(SellClose);Sell to Close;-1;-50.0;$5,800.75;10/6/24, 9:10 PM;$100.00;$4,175.00;-50.0;
76;_trend_(1,728,263,100,000|-0.0129|0.0108|0.0115|0.0058|0.0014|-0.0474|-0.0043|0.0115|0.0086|0.014|63.6364|0.1635|0.5043|6.0403|0.0106|-0.0143);Buy to Open;1;50.0;$5,798.75;10/6/24, 9:10 PM;;$4,250.00;0.0;
77;_trend_(SellClose);Sell to Close;-1;-50.0;$5,800.50;10/6/24, 9:15 PM;$112.50;$4,175.00;-50.0;
78;_trend_(1,728,263,400,000|0.0259|0.0065|0.0158|0.0072|0.0054|0.0388|-0.0173|0.0172|0.0036|0.0205|90.9091|6.3244|-0.7892|-1.2935|-0.0118|0.0186);Buy to Open;1;50.0;$5,798.25;10/6/24, 9:15 PM;;$4,362.50;0.0;
79;_trend_(SellClose);Sell to Close;-1;-50.0;$5,802.00;10/6/24, 9:20 PM;$100.00;$4,337.50;-50.0;
80;_trend_(1,728,263,700,000|0.0302|0.028|0.0144|0.018|0.0075|0.0043|0.0172|-0.0072|0.0208|0.0212|100|10.4066|0.1718|0.961|-0.0067|0.0106);Buy to Open;1;50.0;$5,800.00;10/6/24, 9:20 PM;;$4,462.50;0.0;
81;_trend_(SellClose);Sell to Close;-1;-50.0;$5,804.50;10/6/24, 9:25 PM;$162.50;$4,650.00;-50.0;
82;_trend_(1,728,264,000,000|0.0086|0.0194|0.0216|0.0165|0.0093|-0.0216|0.0129|0.0101|0.0144|0.0205|78.3784|8.2549|-3.792|-3.9638|0.0078|-0.0061);Buy to Open;1;50.0;$5,801.25;10/6/24, 9:25 PM;;$4,625.00;0.0;
83;_trend_(SellClose);Sell to Close;-1;-50.0;$5,802.50;10/6/24, 9:30 PM;$112.50;$4,562.50;-50.0;
84;_trend_(1,728,264,300,000|-0.0302|-0.0108|0.0029|0.0093|0.0068|-0.0388|-0.0388|-0.0129|0.005|0.0187|59.4595|-3.2693|0.7903|4.5823|0.0091|-0.0069);Buy to Open;1;50.0;$5,800.25;10/6/24, 9:30 PM;;$4,737.50;0.0;
85;_trend_(SellClose);Sell to Close;-1;-50.0;$5,804.50;10/6/24, 9:35 PM;$175.00;$4,725.00;-50.0;
86;_trend_(1,728,264,600,000|0.0517|0.0108|0.0101|0.0122|0.0111|0.0819|-0.0086|-0.0043|0.0021|0.0233|91.8919|7.5597|-2.5079|-3.2983|0.0022|0.0175);Buy to Open;1;50.0;$5,801.00;10/6/24, 9:35 PM;;$4,912.50;0.0;
87;_trend_(SellClose);Sell to Close;-1;-50.0;$5,805.50;10/6/24, 9:40 PM;$100.00;$5,012.50;-50.0;
88;_trend_(1,728,264,900,000|0.0172|0.0345|0.0129|0.0172|0.0115|-0.0345|0.0453|-0.0086|0.0115|0.0223|92.6829|12.7099|2.5834|5.0914|-0.0243|0.0149);Buy to Open;1;50.0;$5,803.50;10/6/24, 9:40 PM;;$5,012.50;0.0;
89;_trend_(SellClose);Sell to Close;-1;-50.0;$5,805.75;10/6/24, 9:45 PM;$125.00;$5,375.00;-50.0;
90;_trend_(1,728,265,200,000|-0.0215|-0.0022|0.0158|0.0093|0.0083|-0.0388|-0.0129|0.0129|0.0022|0.0165|78.5714|4.2175|0.5027|-2.0807|-0.0042|0.0006);Buy to Open;1;50.0;$5,803.25;10/6/24, 9:45 PM;;$5,137.50;0.0;
91;_trend_(SellClose);Sell to Close;-1;-50.0;$5,804.25;10/6/24, 9:50 PM;$312.50;$5,475.00;-50.0;
92;_trend_(1,728,265,500,000|-0.0862|-0.0538|-0.0302|-0.0101|0.004|-0.0646|-0.0883|-0.0402|-0.028|0.0133|27.5|-33.8298|-13.6553|-14.158|0.0182|-0.0484);Buy to Open;1;50.0;$5,798.00;10/6/24, 9:50 PM;;$5,450.00;0.0;
93;_trend_(SellClose);Sell to Close;-1;-50.0;$5,799.25;10/6/24, 9:55 PM;$175.00;$5,525.00;-50.0;
94;_trend_(1,728,265,800,000|-0.0172|-0.0517|-0.0416|-0.0144|0.0011|0.0689|-0.0495|-0.0546|-0.0309|0.0097|17.5|-39.6066|-2.6353|11.0201|0.029|-0.0421);Buy to Open;1;50.0;$5,795.75;10/6/24, 9:55 PM;;$5,625.00;0.0;
95;_trend_(SellClose);Sell to Close;-1;-50.0;$5,799.25;10/6/24, 10:00 PM;$112.50;$5,600.00;-50.0;
96;_trend_(1,728,266,100,000|0.0043|-0.0065|-0.033|-0.0086|0.0004|0.0216|0.0474|-0.0488|-0.018|0.0068|20|-34.7609|1.85|4.4853|-0.0043|0.0093);Buy to Open;1;50.0;$5,797.00;10/6/24, 10:00 PM;;$5,737.50;0.0;
97;_trend_(SellClose);Sell to Close;-1;-50.0;$5,800.25;10/6/24, 10:05 PM;$137.50;$5,725.00;-50.0;
98;_trend_(1,728,266,400,000|0.0345|0.0194|0.0072|-0.0115|0.0004|0.0302|0.0711|0.0373|-0.0237|0.0014|40|-17.6588|-0.1336|-1.9837|-0.0111|0.0162);Buy to Open;1;50.0;$5,797.50;10/6/24, 10:05 PM;;$5,875.00;0.0;
99;_trend_(SellClose);Sell to Close;-1;-50.0;$5,801.25;10/6/24, 10:10 PM;$87.50;$6,050.00;-50.0;
100;_trend_(1,728,266,700,000|0.0129|0.0237|0.0172|-0.0122|0.0025|-0.0216|0.0302|0.0589|-0.0294|0.0011|47.5|-10.5264|2.8353|2.9689|0.0129|0.0229);Buy to Open;1;50.0;$5,799.50;10/6/24, 10:10 PM;;$5,962.50;0.0;
101;_trend_(SellClose);Sell to Close;-1;-50.0;$5,801.50;10/6/24, 10:15 PM;$200.00;$6,112.50;-50.0;
102;_trend_(1,728,267,000,000|-0.0474|-0.0172|0|-0.0165|-0.0036|-0.0603|-0.0366|0.033|-0.0259|-0.009|20|-27.1274|-4.0552|-6.8905|0.0029|-0.0156);Buy to Open;1;50.0;$5,797.50;10/6/24, 10:15 PM;;$6,162.50;0.0;
103;_trend_(SellClose);Sell to Close;-1;-50.0;$5,799.25;10/6/24, 10:20 PM;$125.00;$6,250.00;-50.0;
104;_trend_(1,728,267,300,000|0.0129|-0.0172|-0.0072|0|-0.005|0.0603|-0.041|-0.0144|0.0101|-0.0126|27.5|-17.8815|1.2186|5.2738|-0.0106|0.0068);Buy to Open;1;50.0;$5,796.75;10/6/24, 10:20 PM;;$6,287.50;0.0;
105;_trend_(SellClose);Sell to Close;-1;-50.0;$5,798.75;10/6/24, 10:25 PM;$75.00;$6,387.50;-50.0;
106;_trend_(1,728,267,600,000|-0.0172|-0.0022|-0.0172|0|-0.0072|-0.0302|0.0151|-0.0345|0.0144|-0.0165|17.5|-21.0991|4.4692|3.2506|-0.0062|-0.0025);Buy to Open;1;50.0;$5,797.25;10/6/24, 10:25 PM;;$6,362.50;0.0;
107;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.75;10/6/24, 10:30 PM;$75.00;$6,312.50;-50.0;
108;_trend_(1,728,267,900,000|-0.0129|-0.0151|-0.0057|-0.0029|-0.0057|0.0043|0.0021|-0.0057|0.0057|-0.0126|10|-22.976|4.3853|-0.0839|0.0059|-0.0081);Buy to Open;1;50.0;$5,796.25;10/6/24, 10:30 PM;;$6,437.50;0.0;
109;_trend_(SellClose);Sell to Close;-1;-50.0;$5,799.00;10/6/24, 10:35 PM;$100.00;$6,525.00;-50.0;
110;_trend_(1,728,268,200,000|0.0345|0.0108|0.0014|-0.0029|-0.0072|0.0474|0.0129|0.0086|0.0086|-0.0183|30|-4.7363|1.908|-2.4773|-0.0157|0.0051);Buy to Open;1;50.0;$5,797.00;10/6/24, 10:35 PM;;$6,537.50;0.0;
111;_trend_(SellClose);Sell to Close;-1;-50.0;$5,798.75;10/6/24, 10:40 PM;$100.00;$6,650.00;-50.0;
112;_trend_(1,728,268,500,000|-0.0259|0.0043|-0.0014|-0.0093|-0.0108|-0.0604|0.0194|0.0158|0.0029|-0.0223|15|-10.9589|1.9011|-0.0069|0.0118|-0.0186);Buy to Open;1;50.0;$5,796.75;10/6/24, 10:40 PM;;$6,637.50;0.0;
113;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.75;10/6/24, 10:45 PM;$75.00;$6,637.50;-50.0;
114;_trend_(1,728,268,800,000|-0.0129|-0.0194|-0.0014|-0.0036|-0.0101|0.0129|-0.0302|0.0043|0.0129|-0.0183|8.8235|-11.835|3.4303|1.5292|-0.0011|0.0105);Buy to Open;1;50.0;$5,796.25;10/6/24, 10:45 PM;;$6,712.50;0.0;
115;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.75;10/6/24, 10:50 PM;$100.00;$6,750.00;-50.0;
116;_trend_(1,728,269,100,000|0.0216|0.0043|-0.0057|-0.0022|-0.0011|0.0345|-0|-0.0072|-0.0022|-0.005|34.7826|-3.3194|1.7268|-1.7035|-0.0192|0.018);Buy to Open;1;50.0;$5,795.75;10/6/24, 10:50 PM;;$6,812.50;0.0;
117;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.75;10/6/24, 10:55 PM;$62.50;$6,875.00;-50.0;
118;_trend_(1,728,269,400,000|-0.0129|0.0043|-0.0014|-0.0014|-0.0007|-0.0345|0.0237|-0|-0.0014|-0.0018|21.7391|-8.543|5.2926|3.5657|0.0106|0.008);Buy to Open;1;50.0;$5,796.50;10/6/24, 10:55 PM;;$6,875.00;0.0;
119;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.50;10/6/24, 11:00 PM;$87.50;$6,862.50;-50.0;
120;_trend_(1,728,269,700,000|-0.0086|-0.0108|0|-0.0007|-0.0018|0.0043|-0.0151|0.0014|0.0022|-0.0022|13.0435|-14.531|3.4416|-1.851|0.0063|-0.0087);Buy to Open;1;50.0;$5,795.75;10/6/24, 11:00 PM;;$6,962.50;0.0;
121;_trend_(SellClose);Sell to Close;-1;-50.0;$5,798.25;10/6/24, 11:05 PM;$100.00;$7,050.00;-50.0;
122;_trend_(1,728,270,000,000|0.0216|0.0065|0|-0.0029|-0.0029|0.0302|0.0022|0.0057|-0|-0.0032|34.7826|-3.1203|1.5152|-1.9264|-0.0051|0.0168);Buy to Open;1;50.0;$5,796.25;10/6/24, 11:05 PM;;$7,062.50;0.0;
123;_trend_(SellClose);Sell to Close;-1;-50.0;$5,798.50;10/6/24, 11:10 PM;$112.50;$7,125.00;-50.0;
124;_trend_(1,728,270,300,000|-0.0216|0|-0.0029|-0.0022|-0.0057|-0.0431|0.0108|-0.0014|0.0072|-0.0083|13.0435|-10.0375|0.0586|-1.4566|0.0051|-0.0069);Buy to Open;1;50.0;$5,796.25;10/6/24, 11:10 PM;;$7,175.00;0.0;
125;_trend_(SellClose);Sell to Close;-1;-50.0;$5,798.00;10/6/24, 11:15 PM;$75.00;$7,262.50;-50.0;
126;_trend_(1,728,270,600,000|0.0129|-0.0043|0.0043|0.0022|-0.0007|0.0345|-0.0108|0.0043|0.0057|0.0029|42.8571|-3.4562|3.8072|3.7486|-0.0012|0.0019);Buy to Open;1;50.0;$5,796.50;10/6/24, 11:15 PM;;$7,250.00;0.0;
127;_trend_(SellClose);Sell to Close;-1;-50.0;$5,797.00;10/6/24, 11:20 PM;$62.50;$7,362.50;-50.0;
128;_trend_(1,728,270,900,000|-0.0172|-0.0022|-0.0086|-0.0043|-0.0032|-0.0302|-0.0022|-0.0086|-0.0022|0.0018|15.3846|-9.4838|4.6819|0.8747|-0.0062|-0.005);Buy to Open;1;50.0;$5,795.75;10/6/24, 11:20 PM;;$7,312.50;0.0;
129;_trend_(SellClose);Sell to Close;-1;-50.0;$5,796.00;10/6/24, 11:25 PM;$87.50;$7,362.50;-50.0;
